Data,Quantidade,Valor,Denominacao,Especie
2019-12-31,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-31,"6,828,095,109","R$341,404,755.45",0.05,Moedas
2019-12-31,"7,147,023,224","R$714,702,322.40",0.10,Moedas
2019-12-31,"3,125,270,873","R$781,317,718.25",0.25,Moedas
2019-12-31,"3,087,873,412","R$1,543,936,706.00",0.50,Moedas
2019-12-31,"148,733,637","R$148,733,637.00",1.00,Cédulas
2019-12-31,"3,629,592,608","R$3,629,592,608.00",1.00,Moedas
2019-12-31,"1,415,069,046","R$2,830,138,092.00",2.00,Cédulas
2019-12-31,"615,736,844","R$3,078,684,220.00",5.00,Cédulas
2019-12-31,"607,004,357","R$6,070,043,570.00",10.00,Cédulas
2019-12-31,"758,508,897","R$15,170,177,940.00",20.00,Cédulas
2019-12-31,"2,165,295,229","R$108,264,761,450.00",50.00,Cédulas
2019-12-31,"1,380,762,324","R$138,076,232,400.00",100.00,Cédulas
2019-12-30,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-30,"6,827,886,109","R$341,394,305.45",0.05,Moedas
2019-12-30,"7,146,927,224","R$714,692,722.40",0.10,Moedas
2019-12-30,"3,125,245,873","R$781,311,468.25",0.25,Moedas
2019-12-30,"3,087,594,412","R$1,543,797,206.00",0.50,Moedas
2019-12-30,"148,736,837","R$148,736,837.00",1.00,Cédulas
2019-12-30,"3,629,505,608","R$3,629,505,608.00",1.00,Moedas
2019-12-30,"1,414,399,247","R$2,828,798,494.00",2.00,Cédulas
2019-12-30,"615,358,370","R$3,076,791,850.00",5.00,Cédulas
2019-12-30,"606,226,847","R$6,062,268,470.00",10.00,Cédulas
2019-12-30,"758,344,964","R$15,166,899,280.00",20.00,Cédulas
2019-12-30,"2,163,717,781","R$108,185,889,050.00",50.00,Cédulas
2019-12-30,"1,379,162,500","R$137,916,250,000.00",100.00,Cédulas
2019-12-27,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-27,"6,826,428,109","R$341,321,405.45",0.05,Moedas
2019-12-27,"7,146,527,224","R$714,652,722.40",0.10,Moedas
2019-12-27,"3,125,077,873","R$781,269,468.25",0.25,Moedas
2019-12-27,"3,085,655,712","R$1,542,827,856.00",0.50,Moedas
2019-12-27,"148,732,987","R$148,732,987.00",1.00,Cédulas
2019-12-27,"3,629,083,108","R$3,629,083,108.00",1.00,Moedas
2019-12-27,"1,413,412,957","R$2,826,825,914.00",2.00,Cédulas
2019-12-27,"615,056,481","R$3,075,282,405.00",5.00,Cédulas
2019-12-27,"605,194,665","R$6,051,946,650.00",10.00,Cédulas
2019-12-27,"755,209,910","R$15,104,198,200.00",20.00,Cédulas
2019-12-27,"2,149,180,615","R$107,459,030,750.00",50.00,Cédulas
2019-12-27,"1,374,063,530","R$137,406,353,000.00",100.00,Cédulas
2019-12-26,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-26,"6,824,593,109","R$341,229,655.45",0.05,Moedas
2019-12-26,"7,146,030,224","R$714,603,022.40",0.10,Moedas
2019-12-26,"3,124,740,873","R$781,185,218.25",0.25,Moedas
2019-12-26,"3,085,094,712","R$1,542,547,356.00",0.50,Moedas
2019-12-26,"148,734,888","R$148,734,888.00",1.00,Cédulas
2019-12-26,"3,628,452,058","R$3,628,452,058.00",1.00,Moedas
2019-12-26,"1,410,490,517","R$2,820,981,034.00",2.00,Cédulas
2019-12-26,"613,408,957","R$3,067,044,785.00",5.00,Cédulas
2019-12-26,"603,889,916","R$6,038,899,160.00",10.00,Cédulas
2019-12-26,"753,393,270","R$15,067,865,400.00",20.00,Cédulas
2019-12-26,"2,143,530,669","R$107,176,533,450.00",50.00,Cédulas
2019-12-26,"1,369,019,421","R$136,901,942,100.00",100.00,Cédulas
2019-12-24,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-24,"6,823,025,109","R$341,151,255.45",0.05,Moedas
2019-12-24,"7,145,661,224","R$714,566,122.40",0.10,Moedas
2019-12-24,"3,124,551,873","R$781,137,968.25",0.25,Moedas
2019-12-24,"3,084,503,312","R$1,542,251,656.00",0.50,Moedas
2019-12-24,"148,735,898","R$148,735,898.00",1.00,Cédulas
2019-12-24,"3,628,001,058","R$3,628,001,058.00",1.00,Moedas
2019-12-24,"1,406,015,690","R$2,812,031,380.00",2.00,Cédulas
2019-12-24,"611,064,113","R$3,055,320,565.00",5.00,Cédulas
2019-12-24,"602,309,075","R$6,023,090,750.00",10.00,Cédulas
2019-12-24,"748,990,460","R$14,979,809,200.00",20.00,Cédulas
2019-12-24,"2,132,138,420","R$106,606,921,000.00",50.00,Cédulas
2019-12-24,"1,360,158,573","R$136,015,857,300.00",100.00,Cédulas
2019-12-23,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-23,"6,822,564,109","R$341,128,205.45",0.05,Moedas
2019-12-23,"7,145,530,224","R$714,553,022.40",0.10,Moedas
2019-12-23,"3,124,452,873","R$781,113,218.25",0.25,Moedas
2019-12-23,"3,084,442,612","R$1,542,221,306.00",0.50,Moedas
2019-12-23,"148,734,398","R$148,734,398.00",1.00,Cédulas
2019-12-23,"3,627,704,558","R$3,627,704,558.00",1.00,Moedas
2019-12-23,"1,404,279,617","R$2,808,559,234.00",2.00,Cédulas
2019-12-23,"609,863,798","R$3,049,318,990.00",5.00,Cédulas
2019-12-23,"601,000,491","R$6,010,004,910.00",10.00,Cédulas
2019-12-23,"747,370,793","R$14,947,415,860.00",20.00,Cédulas
2019-12-23,"2,128,221,864","R$106,411,093,200.00",50.00,Cédulas
2019-12-23,"1,356,438,570","R$135,643,857,000.00",100.00,Cédulas
2019-12-20,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-20,"6,819,455,109","R$340,972,755.45",0.05,Moedas
2019-12-20,"7,145,103,224","R$714,510,322.40",0.10,Moedas
2019-12-20,"3,124,204,873","R$781,051,218.25",0.25,Moedas
2019-12-20,"3,083,199,212","R$1,541,599,606.00",0.50,Moedas
2019-12-20,"148,738,298","R$148,738,298.00",1.00,Cédulas
2019-12-20,"3,627,280,558","R$3,627,280,558.00",1.00,Moedas
2019-12-20,"1,401,762,308","R$2,803,524,616.00",2.00,Cédulas
2019-12-20,"609,018,751","R$3,045,093,755.00",5.00,Cédulas
2019-12-20,"600,033,847","R$6,000,338,470.00",10.00,Cédulas
2019-12-20,"744,131,081","R$14,882,621,620.00",20.00,Cédulas
2019-12-20,"2,109,659,664","R$105,482,983,200.00",50.00,Cédulas
2019-12-20,"1,346,661,497","R$134,666,149,700.00",100.00,Cédulas
2019-12-19,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-19,"6,816,861,009","R$340,843,050.45",0.05,Moedas
2019-12-19,"7,144,070,224","R$714,407,022.40",0.10,Moedas
2019-12-19,"3,123,613,873","R$780,903,468.25",0.25,Moedas
2019-12-19,"3,082,158,012","R$1,541,079,006.00",0.50,Moedas
2019-12-19,"148,723,201","R$148,723,201.00",1.00,Cédulas
2019-12-19,"3,626,066,559","R$3,626,066,559.00",1.00,Moedas
2019-12-19,"1,400,206,852","R$2,800,413,704.00",2.00,Cédulas
2019-12-19,"608,248,408","R$3,041,242,040.00",5.00,Cédulas
2019-12-19,"599,054,525","R$5,990,545,250.00",10.00,Cédulas
2019-12-19,"741,864,892","R$14,837,297,840.00",20.00,Cédulas
2019-12-19,"2,101,245,914","R$105,062,295,700.00",50.00,Cédulas
2019-12-19,"1,341,518,151","R$134,151,815,100.00",100.00,Cédulas
2019-12-18,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-18,"6,813,995,009","R$340,699,750.45",0.05,Moedas
2019-12-18,"7,143,563,224","R$714,356,322.40",0.10,Moedas
2019-12-18,"3,123,331,073","R$780,832,768.25",0.25,Moedas
2019-12-18,"3,081,333,712","R$1,540,666,856.00",0.50,Moedas
2019-12-18,"148,734,051","R$148,734,051.00",1.00,Cédulas
2019-12-18,"3,625,327,063","R$3,625,327,063.00",1.00,Moedas
2019-12-18,"1,397,017,351","R$2,794,034,702.00",2.00,Cédulas
2019-12-18,"606,525,050","R$3,032,625,250.00",5.00,Cédulas
2019-12-18,"596,829,551","R$5,968,295,510.00",10.00,Cédulas
2019-12-18,"737,831,122","R$14,756,622,440.00",20.00,Cédulas
2019-12-18,"2,091,366,381","R$104,568,319,050.00",50.00,Cédulas
2019-12-18,"1,334,316,286","R$133,431,628,600.00",100.00,Cédulas
2019-12-17,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-17,"6,813,361,009","R$340,668,050.45",0.05,Moedas
2019-12-17,"7,143,126,224","R$714,312,622.40",0.10,Moedas
2019-12-17,"3,123,081,073","R$780,770,268.25",0.25,Moedas
2019-12-17,"3,080,972,612","R$1,540,486,306.00",0.50,Moedas
2019-12-17,"148,739,701","R$148,739,701.00",1.00,Cédulas
2019-12-17,"3,624,802,063","R$3,624,802,063.00",1.00,Moedas
2019-12-17,"1,395,153,316","R$2,790,306,632.00",2.00,Cédulas
2019-12-17,"605,814,276","R$3,029,071,380.00",5.00,Cédulas
2019-12-17,"595,846,893","R$5,958,468,930.00",10.00,Cédulas
2019-12-17,"736,506,177","R$14,730,123,540.00",20.00,Cédulas
2019-12-17,"2,086,565,576","R$104,328,278,800.00",50.00,Cédulas
2019-12-17,"1,331,195,139","R$133,119,513,900.00",100.00,Cédulas
2019-12-16,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-16,"6,811,502,009","R$340,575,100.45",0.05,Moedas
2019-12-16,"7,142,350,224","R$714,235,022.40",0.10,Moedas
2019-12-16,"3,122,551,073","R$780,637,768.25",0.25,Moedas
2019-12-16,"3,080,462,112","R$1,540,231,056.00",0.50,Moedas
2019-12-16,"148,739,771","R$148,739,771.00",1.00,Cédulas
2019-12-16,"3,624,046,063","R$3,624,046,063.00",1.00,Moedas
2019-12-16,"1,393,308,171","R$2,786,616,342.00",2.00,Cédulas
2019-12-16,"604,689,423","R$3,023,447,115.00",5.00,Cédulas
2019-12-16,"595,430,504","R$5,954,305,040.00",10.00,Cédulas
2019-12-16,"735,495,549","R$14,709,910,980.00",20.00,Cédulas
2019-12-16,"2,085,928,709","R$104,296,435,450.00",50.00,Cédulas
2019-12-16,"1,330,431,321","R$133,043,132,100.00",100.00,Cédulas
2019-12-13,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-13,"6,810,728,509","R$340,536,425.45",0.05,Moedas
2019-12-13,"7,141,963,724","R$714,196,372.40",0.10,Moedas
2019-12-13,"3,122,310,373","R$780,577,593.25",0.25,Moedas
2019-12-13,"3,080,258,212","R$1,540,129,106.00",0.50,Moedas
2019-12-13,"148,739,671","R$148,739,671.00",1.00,Cédulas
2019-12-13,"3,623,636,413","R$3,623,636,413.00",1.00,Moedas
2019-12-13,"1,391,971,738","R$2,783,943,476.00",2.00,Cédulas
2019-12-13,"603,920,471","R$3,019,602,355.00",5.00,Cédulas
2019-12-13,"595,707,509","R$5,957,075,090.00",10.00,Cédulas
2019-12-13,"735,496,928","R$14,709,938,560.00",20.00,Cédulas
2019-12-13,"2,087,606,360","R$104,380,318,000.00",50.00,Cédulas
2019-12-13,"1,329,783,559","R$132,978,355,900.00",100.00,Cédulas
2019-12-12,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-12,"6,808,917,513","R$340,445,875.65",0.05,Moedas
2019-12-12,"7,140,820,725","R$714,082,072.50",0.10,Moedas
2019-12-12,"3,121,914,875","R$780,478,718.75",0.25,Moedas
2019-12-12,"3,079,932,513","R$1,539,966,256.50",0.50,Moedas
2019-12-12,"148,735,275","R$148,735,275.00",1.00,Cédulas
2019-12-12,"3,622,287,416","R$3,622,287,416.00",1.00,Moedas
2019-12-12,"1,390,410,701","R$2,780,821,402.00",2.00,Cédulas
2019-12-12,"603,079,022","R$3,015,395,110.00",5.00,Cédulas
2019-12-12,"596,379,909","R$5,963,799,090.00",10.00,Cédulas
2019-12-12,"736,667,401","R$14,733,348,020.00",20.00,Cédulas
2019-12-12,"2,090,297,888","R$104,514,894,400.00",50.00,Cédulas
2019-12-12,"1,330,885,203","R$133,088,520,300.00",100.00,Cédulas
2019-12-11,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-11,"6,807,565,513","R$340,378,275.65",0.05,Moedas
2019-12-11,"7,140,395,725","R$714,039,572.50",0.10,Moedas
2019-12-11,"3,121,704,875","R$780,426,218.75",0.25,Moedas
2019-12-11,"3,079,684,113","R$1,539,842,056.50",0.50,Moedas
2019-12-11,"148,737,375","R$148,737,375.00",1.00,Cédulas
2019-12-11,"3,621,691,916","R$3,621,691,916.00",1.00,Moedas
2019-12-11,"1,387,336,996","R$2,774,673,992.00",2.00,Cédulas
2019-12-11,"602,070,265","R$3,010,351,325.00",5.00,Cédulas
2019-12-11,"596,630,997","R$5,966,309,970.00",10.00,Cédulas
2019-12-11,"736,933,333","R$14,738,666,660.00",20.00,Cédulas
2019-12-11,"2,094,327,538","R$104,716,376,900.00",50.00,Cédulas
2019-12-11,"1,332,389,709","R$133,238,970,900.00",100.00,Cédulas
2019-12-10,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-10,"6,805,768,413","R$340,288,420.65",0.05,Moedas
2019-12-10,"7,139,706,725","R$713,970,672.50",0.10,Moedas
2019-12-10,"3,121,213,175","R$780,303,293.75",0.25,Moedas
2019-12-10,"3,079,389,613","R$1,539,694,806.50",0.50,Moedas
2019-12-10,"148,730,015","R$148,730,015.00",1.00,Cédulas
2019-12-10,"3,620,710,916","R$3,620,710,916.00",1.00,Moedas
2019-12-10,"1,386,797,896","R$2,773,595,792.00",2.00,Cédulas
2019-12-10,"601,804,174","R$3,009,020,870.00",5.00,Cédulas
2019-12-10,"598,405,875","R$5,984,058,750.00",10.00,Cédulas
2019-12-10,"739,221,255","R$14,784,425,100.00",20.00,Cédulas
2019-12-10,"2,102,303,996","R$105,115,199,800.00",50.00,Cédulas
2019-12-10,"1,336,569,605","R$133,656,960,500.00",100.00,Cédulas
2019-12-09,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-09,"6,803,716,813","R$340,185,840.65",0.05,Moedas
2019-12-09,"7,139,156,725","R$713,915,672.50",0.10,Moedas
2019-12-09,"3,120,876,175","R$780,219,043.75",0.25,Moedas
2019-12-09,"3,079,120,613","R$1,539,560,306.50",0.50,Moedas
2019-12-09,"148,732,595","R$148,732,595.00",1.00,Cédulas
2019-12-09,"3,620,030,916","R$3,620,030,916.00",1.00,Moedas
2019-12-09,"1,385,565,219","R$2,771,130,438.00",2.00,Cédulas
2019-12-09,"601,553,989","R$3,007,769,945.00",5.00,Cédulas
2019-12-09,"600,172,511","R$6,001,725,110.00",10.00,Cédulas
2019-12-09,"742,182,265","R$14,843,645,300.00",20.00,Cédulas
2019-12-09,"2,119,864,998","R$105,993,249,900.00",50.00,Cédulas
2019-12-09,"1,344,814,033","R$134,481,403,300.00",100.00,Cédulas
2019-12-06,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-06,"6,801,258,313","R$340,062,915.65",0.05,Moedas
2019-12-06,"7,138,497,225","R$713,849,722.50",0.10,Moedas
2019-12-06,"3,120,400,075","R$780,100,018.75",0.25,Moedas
2019-12-06,"3,078,865,513","R$1,539,432,756.50",0.50,Moedas
2019-12-06,"148,722,625","R$148,722,625.00",1.00,Cédulas
2019-12-06,"3,619,672,716","R$3,619,672,716.00",1.00,Moedas
2019-12-06,"1,384,906,300","R$2,769,812,600.00",2.00,Cédulas
2019-12-06,"601,402,792","R$3,007,013,960.00",5.00,Cédulas
2019-12-06,"601,043,673","R$6,010,436,730.00",10.00,Cédulas
2019-12-06,"743,765,994","R$14,875,319,880.00",20.00,Cédulas
2019-12-06,"2,125,880,028","R$106,294,001,400.00",50.00,Cédulas
2019-12-06,"1,346,400,891","R$134,640,089,100.00",100.00,Cédulas
2019-12-05,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-05,"6,799,063,342","R$339,953,167.10",0.05,Moedas
2019-12-05,"7,137,861,236","R$713,786,123.60",0.10,Moedas
2019-12-05,"3,120,076,077","R$780,019,019.25",0.25,Moedas
2019-12-05,"3,078,516,325","R$1,539,258,162.50",0.50,Moedas
2019-12-05,"148,739,925","R$148,739,925.00",1.00,Cédulas
2019-12-05,"3,619,007,723","R$3,619,007,723.00",1.00,Moedas
2019-12-05,"1,384,088,185","R$2,768,176,370.00",2.00,Cédulas
2019-12-05,"601,243,072","R$3,006,215,360.00",5.00,Cédulas
2019-12-05,"601,611,900","R$6,016,119,000.00",10.00,Cédulas
2019-12-05,"743,968,760","R$14,879,375,200.00",20.00,Cédulas
2019-12-05,"2,121,325,588","R$106,066,279,400.00",50.00,Cédulas
2019-12-05,"1,341,181,375","R$134,118,137,500.00",100.00,Cédulas
2019-12-04,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-04,"6,797,943,342","R$339,897,167.10",0.05,Moedas
2019-12-04,"7,136,660,236","R$713,666,023.60",0.10,Moedas
2019-12-04,"3,119,688,077","R$779,922,019.25",0.25,Moedas
2019-12-04,"3,078,315,175","R$1,539,157,587.50",0.50,Moedas
2019-12-04,"148,732,125","R$148,732,125.00",1.00,Cédulas
2019-12-04,"3,617,602,723","R$3,617,602,723.00",1.00,Moedas
2019-12-04,"1,380,705,667","R$2,761,411,334.00",2.00,Cédulas
2019-12-04,"599,051,286","R$2,995,256,430.00",5.00,Cédulas
2019-12-04,"594,789,927","R$5,947,899,270.00",10.00,Cédulas
2019-12-04,"727,296,795","R$14,545,935,900.00",20.00,Cédulas
2019-12-04,"2,079,676,776","R$103,983,838,800.00",50.00,Cédulas
2019-12-04,"1,316,588,044","R$131,658,804,400.00",100.00,Cédulas
2019-12-03,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-03,"6,792,702,342","R$339,635,117.10",0.05,Moedas
2019-12-03,"7,133,453,236","R$713,345,323.60",0.10,Moedas
2019-12-03,"3,117,672,077","R$779,418,019.25",0.25,Moedas
2019-12-03,"3,077,876,075","R$1,538,938,037.50",0.50,Moedas
2019-12-03,"148,714,726","R$148,714,726.00",1.00,Cédulas
2019-12-03,"3,615,289,223","R$3,615,289,223.00",1.00,Moedas
2019-12-03,"1,377,259,656","R$2,754,519,312.00",2.00,Cédulas
2019-12-03,"596,893,966","R$2,984,469,830.00",5.00,Cédulas
2019-12-03,"587,908,842","R$5,879,088,420.00",10.00,Cédulas
2019-12-03,"713,182,059","R$14,263,641,180.00",20.00,Cédulas
2019-12-03,"2,034,681,819","R$101,734,090,950.00",50.00,Cédulas
2019-12-03,"1,292,372,637","R$129,237,263,700.00",100.00,Cédulas
2019-12-02,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-12-02,"6,791,749,842","R$339,587,492.10",0.05,Moedas
2019-12-02,"7,132,883,236","R$713,288,323.60",0.10,Moedas
2019-12-02,"3,117,223,577","R$779,305,894.25",0.25,Moedas
2019-12-02,"3,077,581,675","R$1,538,790,837.50",0.50,Moedas
2019-12-02,"148,740,126","R$148,740,126.00",1.00,Cédulas
2019-12-02,"3,614,473,673","R$3,614,473,673.00",1.00,Moedas
2019-12-02,"1,374,621,420","R$2,749,242,840.00",2.00,Cédulas
2019-12-02,"594,144,727","R$2,970,723,635.00",5.00,Cédulas
2019-12-02,"581,515,719","R$5,815,157,190.00",10.00,Cédulas
2019-12-02,"700,115,693","R$14,002,313,860.00",20.00,Cédulas
2019-12-02,"1,990,139,516","R$99,506,975,800.00",50.00,Cédulas
2019-12-02,"1,269,057,321","R$126,905,732,100.00",100.00,Cédulas
2019-11-29,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-29,"6,790,257,342","R$339,512,867.10",0.05,Moedas
2019-11-29,"7,132,317,236","R$713,231,723.60",0.10,Moedas
2019-11-29,"3,116,869,077","R$779,217,269.25",0.25,Moedas
2019-11-29,"3,077,138,675","R$1,538,569,337.50",0.50,Moedas
2019-11-29,"148,724,426","R$148,724,426.00",1.00,Cédulas
2019-11-29,"3,614,003,673","R$3,614,003,673.00",1.00,Moedas
2019-11-29,"1,371,922,019","R$2,743,844,038.00",2.00,Cédulas
2019-11-29,"592,035,350","R$2,960,176,750.00",5.00,Cédulas
2019-11-29,"574,593,343","R$5,745,933,430.00",10.00,Cédulas
2019-11-29,"690,241,269","R$13,804,825,380.00",20.00,Cédulas
2019-11-29,"1,950,446,560","R$97,522,328,000.00",50.00,Cédulas
2019-11-29,"1,246,433,489","R$124,643,348,900.00",100.00,Cédulas
2019-11-28,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-28,"6,784,925,342","R$339,246,267.10",0.05,Moedas
2019-11-28,"7,131,680,236","R$713,168,023.60",0.10,Moedas
2019-11-28,"3,116,464,077","R$779,116,019.25",0.25,Moedas
2019-11-28,"3,076,406,175","R$1,538,203,087.50",0.50,Moedas
2019-11-28,"148,715,876","R$148,715,876.00",1.00,Cédulas
2019-11-28,"3,613,581,173","R$3,613,581,173.00",1.00,Moedas
2019-11-28,"1,369,061,483","R$2,738,122,966.00",2.00,Cédulas
2019-11-28,"591,514,488","R$2,957,572,440.00",5.00,Cédulas
2019-11-28,"570,376,334","R$5,703,763,340.00",10.00,Cédulas
2019-11-28,"683,370,195","R$13,667,403,900.00",20.00,Cédulas
2019-11-28,"1,924,929,238","R$96,246,461,900.00",50.00,Cédulas
2019-11-28,"1,231,800,786","R$123,180,078,600.00",100.00,Cédulas
2019-11-27,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-27,"6,783,707,342","R$339,185,367.10",0.05,Moedas
2019-11-27,"7,131,260,236","R$713,126,023.60",0.10,Moedas
2019-11-27,"3,116,176,077","R$779,044,019.25",0.25,Moedas
2019-11-27,"3,076,276,275","R$1,538,138,137.50",0.50,Moedas
2019-11-27,"148,729,626","R$148,729,626.00",1.00,Cédulas
2019-11-27,"3,613,205,673","R$3,613,205,673.00",1.00,Moedas
2019-11-27,"1,365,794,780","R$2,731,589,560.00",2.00,Cédulas
2019-11-27,"590,029,974","R$2,950,149,870.00",5.00,Cédulas
2019-11-27,"565,935,138","R$5,659,351,380.00",10.00,Cédulas
2019-11-27,"674,893,968","R$13,497,879,360.00",20.00,Cédulas
2019-11-27,"1,891,975,316","R$94,598,765,800.00",50.00,Cédulas
2019-11-27,"1,215,805,781","R$121,580,578,100.00",100.00,Cédulas
2019-11-26,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-26,"6,782,579,287","R$339,128,964.35",0.05,Moedas
2019-11-26,"7,130,292,258","R$713,029,225.80",0.10,Moedas
2019-11-26,"3,115,769,090","R$778,942,272.50",0.25,Moedas
2019-11-26,"3,075,978,181","R$1,537,989,090.50",0.50,Moedas
2019-11-26,"148,729,126","R$148,729,126.00",1.00,Cédulas
2019-11-26,"3,612,505,179","R$3,612,505,179.00",1.00,Moedas
2019-11-26,"1,364,958,392","R$2,729,916,784.00",2.00,Cédulas
2019-11-26,"589,157,068","R$2,945,785,340.00",5.00,Cédulas
2019-11-26,"563,743,071","R$5,637,430,710.00",10.00,Cédulas
2019-11-26,"672,117,215","R$13,442,344,300.00",20.00,Cédulas
2019-11-26,"1,878,052,184","R$93,902,609,200.00",50.00,Cédulas
2019-11-26,"1,209,132,401","R$120,913,240,100.00",100.00,Cédulas
2019-11-25,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-25,"6,781,057,287","R$339,052,864.35",0.05,Moedas
2019-11-25,"7,129,425,258","R$712,942,525.80",0.10,Moedas
2019-11-25,"3,115,160,590","R$778,790,147.50",0.25,Moedas
2019-11-25,"3,075,578,081","R$1,537,789,040.50",0.50,Moedas
2019-11-25,"148,736,276","R$148,736,276.00",1.00,Cédulas
2019-11-25,"3,611,601,179","R$3,611,601,179.00",1.00,Moedas
2019-11-25,"1,363,754,526","R$2,727,509,052.00",2.00,Cédulas
2019-11-25,"588,298,029","R$2,941,490,145.00",5.00,Cédulas
2019-11-25,"562,790,999","R$5,627,909,990.00",10.00,Cédulas
2019-11-25,"670,617,461","R$13,412,349,220.00",20.00,Cédulas
2019-11-25,"1,869,836,671","R$93,491,833,550.00",50.00,Cédulas
2019-11-25,"1,205,924,160","R$120,592,416,000.00",100.00,Cédulas
2019-11-22,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-22,"6,780,197,287","R$339,009,864.35",0.05,Moedas
2019-11-22,"7,128,526,258","R$712,852,625.80",0.10,Moedas
2019-11-22,"3,114,791,590","R$778,697,897.50",0.25,Moedas
2019-11-22,"3,075,201,581","R$1,537,600,790.50",0.50,Moedas
2019-11-22,"148,728,976","R$148,728,976.00",1.00,Cédulas
2019-11-22,"3,610,889,659","R$3,610,889,659.00",1.00,Moedas
2019-11-22,"1,362,462,763","R$2,724,925,526.00",2.00,Cédulas
2019-11-22,"587,460,276","R$2,937,301,380.00",5.00,Cédulas
2019-11-22,"562,320,428","R$5,623,204,280.00",10.00,Cédulas
2019-11-22,"670,076,336","R$13,401,526,720.00",20.00,Cédulas
2019-11-22,"1,865,422,386","R$93,271,119,300.00",50.00,Cédulas
2019-11-22,"1,204,169,798","R$120,416,979,800.00",100.00,Cédulas
2019-11-21,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-21,"6,778,300,287","R$338,915,014.35",0.05,Moedas
2019-11-21,"7,127,012,258","R$712,701,225.80",0.10,Moedas
2019-11-21,"3,113,898,390","R$778,474,597.50",0.25,Moedas
2019-11-21,"3,074,590,581","R$1,537,295,290.50",0.50,Moedas
2019-11-21,"148,737,376","R$148,737,376.00",1.00,Cédulas
2019-11-21,"3,609,448,659","R$3,609,448,659.00",1.00,Moedas
2019-11-21,"1,362,365,748","R$2,724,731,496.00",2.00,Cédulas
2019-11-21,"587,987,788","R$2,939,938,940.00",5.00,Cédulas
2019-11-21,"563,283,750","R$5,632,837,500.00",10.00,Cédulas
2019-11-21,"670,688,173","R$13,413,763,460.00",20.00,Cédulas
2019-11-21,"1,865,885,337","R$93,294,266,850.00",50.00,Cédulas
2019-11-21,"1,204,550,806","R$120,455,080,600.00",100.00,Cédulas
2019-11-20,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-20,"6,776,318,287","R$338,815,914.35",0.05,Moedas
2019-11-20,"7,125,513,758","R$712,551,375.80",0.10,Moedas
2019-11-20,"3,113,272,090","R$778,318,022.50",0.25,Moedas
2019-11-20,"3,074,046,331","R$1,537,023,165.50",0.50,Moedas
2019-11-20,"148,744,776","R$148,744,776.00",1.00,Cédulas
2019-11-20,"3,608,095,859","R$3,608,095,859.00",1.00,Moedas
2019-11-20,"1,361,009,123","R$2,722,018,246.00",2.00,Cédulas
2019-11-20,"587,128,304","R$2,935,641,520.00",5.00,Cédulas
2019-11-20,"564,036,187","R$5,640,361,870.00",10.00,Cédulas
2019-11-20,"671,146,607","R$13,422,932,140.00",20.00,Cédulas
2019-11-20,"1,867,353,438","R$93,367,671,900.00",50.00,Cédulas
2019-11-20,"1,204,925,451","R$120,492,545,100.00",100.00,Cédulas
2019-11-19,"3,191,181,836","R$31,911,818.36",0.01,Moedas
2019-11-19,"6,775,139,296","R$338,756,964.80",0.05,Moedas
2019-11-19,"7,124,620,762","R$712,462,076.20",0.10,Moedas
2019-11-19,"3,112,925,894","R$778,231,473.50",0.25,Moedas
2019-11-19,"3,073,608,331","R$1,536,804,165.50",0.50,Moedas
2019-11-19,"148,741,276","R$148,741,276.00",1.00,Cédulas
2019-11-19,"3,607,578,367","R$3,607,578,367.00",1.00,Moedas
2019-11-19,"1,361,278,431","R$2,722,556,862.00",2.00,Cédulas
2019-11-19,"587,322,695","R$2,936,613,475.00",5.00,Cédulas
