Data,Quantidade,Valor,Denominacao,Especie
2013-03-08,"2,141,754,318","R$1,070,877,159.00",0.50,Moedas
2013-03-08,"149,915,613","R$149,915,613.00",1.00,Cédulas
2013-03-08,"2,377,280,166","R$2,377,280,166.00",1.00,Moedas
2013-03-08,"903,526,183","R$1,807,052,366.00",2.00,Cédulas
2013-03-08,"451,649,532","R$2,258,247,660.00",5.00,Cédulas
2013-03-08,"663,387,356","R$6,633,873,560.00",10.00,Cédulas
2013-03-08,"766,480,602","R$15,329,612,040.00",20.00,Cédulas
2013-03-08,"1,694,085,764","R$84,704,288,200.00",50.00,Cédulas
2013-03-08,"585,240,134","R$58,524,013,400.00",100.00,Cédulas
2013-03-07,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-03-07,"5,040,870,721","R$252,043,536.05",0.05,Moedas
2013-03-07,"5,507,789,818","R$550,778,981.80",0.10,Moedas
2013-03-07,"2,315,749,754","R$578,937,438.50",0.25,Moedas
2013-03-07,"2,141,556,218","R$1,070,778,109.00",0.50,Moedas
2013-03-07,"149,904,323","R$149,904,323.00",1.00,Cédulas
2013-03-07,"2,376,786,068","R$2,376,786,068.00",1.00,Moedas
2013-03-07,"906,091,658","R$1,812,183,316.00",2.00,Cédulas
2013-03-07,"453,390,046","R$2,266,950,230.00",5.00,Cédulas
2013-03-07,"665,782,971","R$6,657,829,710.00",10.00,Cédulas
2013-03-07,"770,369,200","R$15,407,384,000.00",20.00,Cédulas
2013-03-07,"1,697,346,373","R$84,867,318,650.00",50.00,Cédulas
2013-03-07,"585,046,465","R$58,504,646,500.00",100.00,Cédulas
2013-03-06,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-03-06,"5,040,552,721","R$252,027,636.05",0.05,Moedas
2013-03-06,"5,507,064,818","R$550,706,481.80",0.10,Moedas
2013-03-06,"2,315,215,754","R$578,803,938.50",0.25,Moedas
2013-03-06,"2,141,408,718","R$1,070,704,359.00",0.50,Moedas
2013-03-06,"149,891,130","R$149,891,130.00",1.00,Cédulas
2013-03-06,"2,376,278,566","R$2,376,278,566.00",1.00,Moedas
2013-03-06,"906,943,248","R$1,813,886,496.00",2.00,Cédulas
2013-03-06,"452,955,627","R$2,264,778,135.00",5.00,Cédulas
2013-03-06,"663,046,089","R$6,630,460,890.00",10.00,Cédulas
2013-03-06,"768,422,809","R$15,368,456,180.00",20.00,Cédulas
2013-03-06,"1,690,914,626","R$84,545,731,300.00",50.00,Cédulas
2013-03-06,"583,829,490","R$58,382,949,000.00",100.00,Cédulas
2013-03-05,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-03-05,"5,039,872,721","R$251,993,636.05",0.05,Moedas
2013-03-05,"5,506,705,818","R$550,670,581.80",0.10,Moedas
2013-03-05,"2,314,739,954","R$578,684,988.50",0.25,Moedas
2013-03-05,"2,141,190,218","R$1,070,595,109.00",0.50,Moedas
2013-03-05,"149,904,611","R$149,904,611.00",1.00,Cédulas
2013-03-05,"2,375,986,005","R$2,375,986,005.00",1.00,Moedas
2013-03-05,"907,427,222","R$1,814,854,444.00",2.00,Cédulas
2013-03-05,"452,675,428","R$2,263,377,140.00",5.00,Cédulas
2013-03-05,"658,937,054","R$6,589,370,540.00",10.00,Cédulas
2013-03-05,"761,303,235","R$15,226,064,700.00",20.00,Cédulas
2013-03-05,"1,672,403,164","R$83,620,158,200.00",50.00,Cédulas
2013-03-05,"578,994,523","R$57,899,452,300.00",100.00,Cédulas
2013-03-04,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-03-04,"5,039,200,721","R$251,960,036.05",0.05,Moedas
2013-03-04,"5,505,960,818","R$550,596,081.80",0.10,Moedas
2013-03-04,"2,314,218,354","R$578,554,588.50",0.25,Moedas
2013-03-04,"2,141,007,418","R$1,070,503,709.00",0.50,Moedas
2013-03-04,"149,889,053","R$149,889,053.00",1.00,Cédulas
2013-03-04,"2,375,540,985","R$2,375,540,985.00",1.00,Moedas
2013-03-04,"907,178,247","R$1,814,356,494.00",2.00,Cédulas
2013-03-04,"451,896,124","R$2,259,480,620.00",5.00,Cédulas
2013-03-04,"653,584,086","R$6,535,840,860.00",10.00,Cédulas
2013-03-04,"748,859,912","R$14,977,198,240.00",20.00,Cédulas
2013-03-04,"1,640,084,373","R$82,004,218,650.00",50.00,Cédulas
2013-03-04,"572,706,559","R$57,270,655,900.00",100.00,Cédulas
2013-03-01,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-03-01,"5,038,215,721","R$251,910,786.05",0.05,Moedas
2013-03-01,"5,504,510,818","R$550,451,081.80",0.10,Moedas
2013-03-01,"2,313,256,054","R$578,314,013.50",0.25,Moedas
2013-03-01,"2,140,712,617","R$1,070,356,308.50",0.50,Moedas
2013-03-01,"149,883,703","R$149,883,703.00",1.00,Cédulas
2013-03-01,"2,374,965,635","R$2,374,965,635.00",1.00,Moedas
2013-03-01,"906,203,444","R$1,812,406,888.00",2.00,Cédulas
2013-03-01,"450,579,283","R$2,252,896,415.00",5.00,Cédulas
2013-03-01,"644,327,516","R$6,443,275,160.00",10.00,Cédulas
2013-03-01,"736,498,653","R$14,729,973,060.00",20.00,Cédulas
2013-03-01,"1,616,190,540","R$80,809,527,000.00",50.00,Cédulas
2013-03-01,"565,488,827","R$56,548,882,700.00",100.00,Cédulas
2013-02-28,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-28,"5,037,337,721","R$251,866,886.05",0.05,Moedas
2013-02-28,"5,503,083,818","R$550,308,381.80",0.10,Moedas
2013-02-28,"2,312,686,554","R$578,171,638.50",0.25,Moedas
2013-02-28,"2,140,435,317","R$1,070,217,658.50",0.50,Moedas
2013-02-28,"149,879,064","R$149,879,064.00",1.00,Cédulas
2013-02-28,"2,374,501,170","R$2,374,501,170.00",1.00,Moedas
2013-02-28,"905,194,966","R$1,810,389,932.00",2.00,Cédulas
2013-02-28,"449,818,858","R$2,249,094,290.00",5.00,Cédulas
2013-02-28,"635,381,272","R$6,353,812,720.00",10.00,Cédulas
2013-02-28,"724,257,952","R$14,485,159,040.00",20.00,Cédulas
2013-02-28,"1,589,073,025","R$79,453,651,250.00",50.00,Cédulas
2013-02-28,"556,311,272","R$55,631,127,200.00",100.00,Cédulas
2013-02-27,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-27,"5,034,264,721","R$251,713,236.05",0.05,Moedas
2013-02-27,"5,491,132,818","R$549,113,281.80",0.10,Moedas
2013-02-27,"2,310,997,754","R$577,749,438.50",0.25,Moedas
2013-02-27,"2,139,900,117","R$1,069,950,058.50",0.50,Moedas
2013-02-27,"149,895,526","R$149,895,526.00",1.00,Cédulas
2013-02-27,"2,373,182,620","R$2,373,182,620.00",1.00,Moedas
2013-02-27,"904,355,088","R$1,808,710,176.00",2.00,Cédulas
2013-02-27,"448,647,972","R$2,243,239,860.00",5.00,Cédulas
2013-02-27,"629,370,650","R$6,293,706,500.00",10.00,Cédulas
2013-02-27,"711,991,427","R$14,239,828,540.00",20.00,Cédulas
2013-02-27,"1,561,327,144","R$78,066,357,200.00",50.00,Cédulas
2013-02-27,"549,376,962","R$54,937,696,200.00",100.00,Cédulas
2013-02-26,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-26,"5,033,422,721","R$251,671,136.05",0.05,Moedas
2013-02-26,"5,490,252,818","R$549,025,281.80",0.10,Moedas
2013-02-26,"2,309,928,754","R$577,482,188.50",0.25,Moedas
2013-02-26,"2,139,535,167","R$1,069,767,583.50",0.50,Moedas
2013-02-26,"149,916,513","R$149,916,513.00",1.00,Cédulas
2013-02-26,"2,372,613,470","R$2,372,613,470.00",1.00,Moedas
2013-02-26,"903,690,114","R$1,807,380,228.00",2.00,Cédulas
2013-02-26,"447,283,338","R$2,236,416,690.00",5.00,Cédulas
2013-02-26,"625,266,974","R$6,252,669,740.00",10.00,Cédulas
2013-02-26,"705,957,688","R$14,119,153,760.00",20.00,Cédulas
2013-02-26,"1,547,482,774","R$77,374,138,700.00",50.00,Cédulas
2013-02-26,"546,273,186","R$54,627,318,600.00",100.00,Cédulas
2013-02-25,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-25,"5,030,750,721","R$251,537,536.05",0.05,Moedas
2013-02-25,"5,488,822,818","R$548,882,281.80",0.10,Moedas
2013-02-25,"2,309,638,854","R$577,409,713.50",0.25,Moedas
2013-02-25,"2,139,383,667","R$1,069,691,833.50",0.50,Moedas
2013-02-25,"149,918,446","R$149,918,446.00",1.00,Cédulas
2013-02-25,"2,372,527,470","R$2,372,527,470.00",1.00,Moedas
2013-02-25,"903,665,445","R$1,807,330,890.00",2.00,Cédulas
2013-02-25,"446,625,354","R$2,233,126,770.00",5.00,Cédulas
2013-02-25,"624,641,076","R$6,246,410,760.00",10.00,Cédulas
2013-02-25,"702,436,450","R$14,048,729,000.00",20.00,Cédulas
2013-02-25,"1,540,008,462","R$77,000,423,100.00",50.00,Cédulas
2013-02-25,"545,511,015","R$54,551,101,500.00",100.00,Cédulas
2013-02-22,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-22,"5,030,226,721","R$251,511,336.05",0.05,Moedas
2013-02-22,"5,487,660,818","R$548,766,081.80",0.10,Moedas
2013-02-22,"2,309,269,854","R$577,317,463.50",0.25,Moedas
2013-02-22,"2,139,264,967","R$1,069,632,483.50",0.50,Moedas
2013-02-22,"149,901,648","R$149,901,648.00",1.00,Cédulas
2013-02-22,"2,372,310,365","R$2,372,310,365.00",1.00,Moedas
2013-02-22,"902,802,531","R$1,805,605,062.00",2.00,Cédulas
2013-02-22,"445,303,799","R$2,226,518,995.00",5.00,Cédulas
2013-02-22,"624,579,517","R$6,245,795,170.00",10.00,Cédulas
2013-02-22,"701,773,061","R$14,035,461,220.00",20.00,Cédulas
2013-02-22,"1,538,851,132","R$76,942,556,600.00",50.00,Cédulas
2013-02-22,"544,561,404","R$54,456,140,400.00",100.00,Cédulas
2013-02-21,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-21,"5,029,203,721","R$251,460,186.05",0.05,Moedas
2013-02-21,"5,482,350,718","R$548,235,071.80",0.10,Moedas
2013-02-21,"2,308,776,854","R$577,194,213.50",0.25,Moedas
2013-02-21,"2,139,130,367","R$1,069,565,183.50",0.50,Moedas
2013-02-21,"149,916,203","R$149,916,203.00",1.00,Cédulas
2013-02-21,"2,371,935,845","R$2,371,935,845.00",1.00,Moedas
2013-02-21,"902,207,948","R$1,804,415,896.00",2.00,Cédulas
2013-02-21,"445,581,811","R$2,227,909,055.00",5.00,Cédulas
2013-02-21,"625,005,622","R$6,250,056,220.00",10.00,Cédulas
2013-02-21,"702,807,131","R$14,056,142,620.00",20.00,Cédulas
2013-02-21,"1,540,780,821","R$77,039,041,050.00",50.00,Cédulas
2013-02-21,"544,438,150","R$54,443,815,000.00",100.00,Cédulas
2013-02-20,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-20,"5,027,563,721","R$251,378,186.05",0.05,Moedas
2013-02-20,"5,479,554,718","R$547,955,471.80",0.10,Moedas
2013-02-20,"2,308,266,854","R$577,066,713.50",0.25,Moedas
2013-02-20,"2,138,921,267","R$1,069,460,633.50",0.50,Moedas
2013-02-20,"149,928,798","R$149,928,798.00",1.00,Cédulas
2013-02-20,"2,371,387,641","R$2,371,387,641.00",1.00,Moedas
2013-02-20,"902,549,730","R$1,805,099,460.00",2.00,Cédulas
2013-02-20,"446,197,861","R$2,230,989,305.00",5.00,Cédulas
2013-02-20,"628,249,885","R$6,282,498,850.00",10.00,Cédulas
2013-02-20,"706,831,539","R$14,136,630,780.00",20.00,Cédulas
2013-02-20,"1,548,222,921","R$77,411,146,050.00",50.00,Cédulas
2013-02-20,"546,554,392","R$54,655,439,200.00",100.00,Cédulas
2013-02-19,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-19,"5,027,083,721","R$251,354,186.05",0.05,Moedas
2013-02-19,"5,478,908,718","R$547,890,871.80",0.10,Moedas
2013-02-19,"2,308,040,854","R$577,010,213.50",0.25,Moedas
2013-02-19,"2,138,865,767","R$1,069,432,883.50",0.50,Moedas
2013-02-19,"149,937,061","R$149,937,061.00",1.00,Cédulas
2013-02-19,"2,371,190,141","R$2,371,190,141.00",1.00,Moedas
2013-02-19,"904,124,523","R$1,808,249,046.00",2.00,Cédulas
2013-02-19,"446,900,755","R$2,234,503,775.00",5.00,Cédulas
2013-02-19,"634,523,331","R$6,345,233,310.00",10.00,Cédulas
2013-02-19,"716,440,036","R$14,328,800,720.00",20.00,Cédulas
2013-02-19,"1,568,515,220","R$78,425,761,000.00",50.00,Cédulas
2013-02-19,"552,412,535","R$55,241,253,500.00",100.00,Cédulas
2013-02-18,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-18,"5,025,649,721","R$251,282,486.05",0.05,Moedas
2013-02-18,"5,475,961,718","R$547,596,171.80",0.10,Moedas
2013-02-18,"2,307,204,354","R$576,801,088.50",0.25,Moedas
2013-02-18,"2,138,178,263","R$1,069,089,131.50",0.50,Moedas
2013-02-18,"149,972,471","R$149,972,471.00",1.00,Cédulas
2013-02-18,"2,370,379,525","R$2,370,379,525.00",1.00,Moedas
2013-02-18,"904,856,652","R$1,809,713,304.00",2.00,Cédulas
2013-02-18,"448,178,663","R$2,240,893,315.00",5.00,Cédulas
2013-02-18,"643,249,799","R$6,432,497,990.00",10.00,Cédulas
2013-02-18,"731,350,284","R$14,627,005,680.00",20.00,Cédulas
2013-02-18,"1,600,697,777","R$80,034,888,850.00",50.00,Cédulas
2013-02-18,"561,229,964","R$56,122,996,400.00",100.00,Cédulas
2013-02-15,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-15,"5,025,542,716","R$251,277,135.80",0.05,Moedas
2013-02-15,"5,475,034,513","R$547,503,451.30",0.10,Moedas
2013-02-15,"2,307,156,349","R$576,789,087.25",0.25,Moedas
2013-02-15,"2,138,160,757","R$1,069,080,378.50",0.50,Moedas
2013-02-15,"149,971,509","R$149,971,509.00",1.00,Cédulas
2013-02-15,"2,370,310,770","R$2,370,310,770.00",1.00,Moedas
2013-02-15,"907,657,374","R$1,815,314,748.00",2.00,Cédulas
2013-02-15,"451,875,820","R$2,259,379,100.00",5.00,Cédulas
2013-02-15,"655,423,690","R$6,554,236,900.00",10.00,Cédulas
2013-02-15,"751,606,452","R$15,032,129,040.00",20.00,Cédulas
2013-02-15,"1,645,490,609","R$82,274,530,450.00",50.00,Cédulas
2013-02-15,"572,134,041","R$57,213,404,100.00",100.00,Cédulas
2013-02-14,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-14,"5,025,421,716","R$251,271,085.80",0.05,Moedas
2013-02-14,"5,474,822,513","R$547,482,251.30",0.10,Moedas
2013-02-14,"2,307,126,349","R$576,781,587.25",0.25,Moedas
2013-02-14,"2,138,156,274","R$1,069,078,137.00",0.50,Moedas
2013-02-14,"149,972,059","R$149,972,059.00",1.00,Cédulas
2013-02-14,"2,370,184,833","R$2,370,184,833.00",1.00,Moedas
2013-02-14,"910,209,203","R$1,820,418,406.00",2.00,Cédulas
2013-02-14,"455,347,956","R$2,276,739,780.00",5.00,Cédulas
2013-02-14,"668,596,378","R$6,685,963,780.00",10.00,Cédulas
2013-02-14,"773,330,320","R$15,466,606,400.00",20.00,Cédulas
2013-02-14,"1,694,766,216","R$84,738,310,800.00",50.00,Cédulas
2013-02-14,"584,775,245","R$58,477,524,500.00",100.00,Cédulas
2013-02-13,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-13,"5,024,916,716","R$251,245,835.80",0.05,Moedas
2013-02-13,"5,473,972,513","R$547,397,251.30",0.10,Moedas
2013-02-13,"2,306,973,349","R$576,743,337.25",0.25,Moedas
2013-02-13,"2,138,096,774","R$1,069,048,387.00",0.50,Moedas
2013-02-13,"149,953,975","R$149,953,975.00",1.00,Cédulas
2013-02-13,"2,369,740,278","R$2,369,740,278.00",1.00,Moedas
2013-02-13,"913,689,966","R$1,827,379,932.00",2.00,Cédulas
2013-02-13,"458,752,519","R$2,293,762,595.00",5.00,Cédulas
2013-02-13,"682,624,454","R$6,826,244,540.00",10.00,Cédulas
2013-02-13,"799,942,725","R$15,998,854,500.00",20.00,Cédulas
2013-02-13,"1,753,882,114","R$87,694,105,700.00",50.00,Cédulas
2013-02-13,"599,666,481","R$59,966,648,100.00",100.00,Cédulas
2013-02-08,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-08,"5,024,853,716","R$251,242,685.80",0.05,Moedas
2013-02-08,"5,473,909,513","R$547,390,951.30",0.10,Moedas
2013-02-08,"2,306,944,349","R$576,736,087.25",0.25,Moedas
2013-02-08,"2,138,079,774","R$1,069,039,887.00",0.50,Moedas
2013-02-08,"149,955,080","R$149,955,080.00",1.00,Cédulas
2013-02-08,"2,369,694,669","R$2,369,694,669.00",1.00,Moedas
2013-02-08,"916,612,037","R$1,833,224,074.00",2.00,Cédulas
2013-02-08,"461,584,468","R$2,307,922,340.00",5.00,Cédulas
2013-02-08,"689,708,553","R$6,897,085,530.00",10.00,Cédulas
2013-02-08,"812,451,359","R$16,249,027,180.00",20.00,Cédulas
2013-02-08,"1,779,634,687","R$88,981,734,350.00",50.00,Cédulas
2013-02-08,"607,876,864","R$60,787,686,400.00",100.00,Cédulas
2013-02-07,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-07,"5,024,244,716","R$251,212,235.80",0.05,Moedas
2013-02-07,"5,472,606,513","R$547,260,651.30",0.10,Moedas
2013-02-07,"2,306,796,149","R$576,699,037.25",0.25,Moedas
2013-02-07,"2,138,002,574","R$1,069,001,287.00",0.50,Moedas
2013-02-07,"149,987,185","R$149,987,185.00",1.00,Cédulas
2013-02-07,"2,369,333,564","R$2,369,333,564.00",1.00,Moedas
2013-02-07,"916,520,953","R$1,833,041,906.00",2.00,Cédulas
2013-02-07,"461,520,251","R$2,307,601,255.00",5.00,Cédulas
2013-02-07,"679,746,885","R$6,797,468,850.00",10.00,Cédulas
2013-02-07,"798,776,746","R$15,975,534,920.00",20.00,Cédulas
2013-02-07,"1,764,745,669","R$88,237,283,450.00",50.00,Cédulas
2013-02-07,"599,716,249","R$59,971,624,900.00",100.00,Cédulas
2013-02-06,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-06,"5,023,048,716","R$251,152,435.80",0.05,Moedas
2013-02-06,"5,470,834,513","R$547,083,451.30",0.10,Moedas
2013-02-06,"2,306,567,649","R$576,641,912.25",0.25,Moedas
2013-02-06,"2,137,899,174","R$1,068,949,587.00",0.50,Moedas
2013-02-06,"149,976,977","R$149,976,977.00",1.00,Cédulas
2013-02-06,"2,368,770,052","R$2,368,770,052.00",1.00,Moedas
2013-02-06,"915,682,497","R$1,831,364,994.00",2.00,Cédulas
2013-02-06,"460,341,407","R$2,301,707,035.00",5.00,Cédulas
2013-02-06,"668,729,137","R$6,687,291,370.00",10.00,Cédulas
2013-02-06,"780,839,554","R$15,616,791,080.00",20.00,Cédulas
2013-02-06,"1,732,261,275","R$86,613,063,750.00",50.00,Cédulas
2013-02-06,"590,512,101","R$59,051,210,100.00",100.00,Cédulas
2013-02-05,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-05,"5,022,560,716","R$251,128,035.80",0.05,Moedas
2013-02-05,"5,468,748,513","R$546,874,851.30",0.10,Moedas
2013-02-05,"2,306,436,449","R$576,609,112.25",0.25,Moedas
2013-02-05,"2,137,846,674","R$1,068,923,337.00",0.50,Moedas
2013-02-05,"149,977,382","R$149,977,382.00",1.00,Cédulas
2013-02-05,"2,368,435,352","R$2,368,435,352.00",1.00,Moedas
2013-02-05,"914,848,654","R$1,829,697,308.00",2.00,Cédulas
2013-02-05,"459,554,202","R$2,297,771,010.00",5.00,Cédulas
2013-02-05,"661,812,365","R$6,618,123,650.00",10.00,Cédulas
2013-02-05,"767,273,627","R$15,345,472,540.00",20.00,Cédulas
2013-02-05,"1,702,844,983","R$85,142,249,150.00",50.00,Cédulas
2013-02-05,"584,525,686","R$58,452,568,600.00",100.00,Cédulas
2013-02-04,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-04,"5,022,214,716","R$251,110,735.80",0.05,Moedas
2013-02-04,"5,467,121,513","R$546,712,151.30",0.10,Moedas
2013-02-04,"2,306,360,049","R$576,590,012.25",0.25,Moedas
2013-02-04,"2,137,780,874","R$1,068,890,437.00",0.50,Moedas
2013-02-04,"150,003,494","R$150,003,494.00",1.00,Cédulas
2013-02-04,"2,368,239,951","R$2,368,239,951.00",1.00,Moedas
2013-02-04,"913,603,594","R$1,827,207,188.00",2.00,Cédulas
2013-02-04,"458,289,510","R$2,291,447,550.00",5.00,Cédulas
2013-02-04,"656,331,271","R$6,563,312,710.00",10.00,Cédulas
2013-02-04,"756,298,055","R$15,125,961,100.00",20.00,Cédulas
2013-02-04,"1,673,225,926","R$83,661,296,300.00",50.00,Cédulas
2013-02-04,"579,127,923","R$57,912,792,300.00",100.00,Cédulas
2013-02-01,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-02-01,"5,022,047,716","R$251,102,385.80",0.05,Moedas
2013-02-01,"5,466,717,513","R$546,671,751.30",0.10,Moedas
2013-02-01,"2,306,320,249","R$576,580,062.25",0.25,Moedas
2013-02-01,"2,137,754,874","R$1,068,877,437.00",0.50,Moedas
2013-02-01,"149,987,117","R$149,987,117.00",1.00,Cédulas
2013-02-01,"2,368,105,885","R$2,368,105,885.00",1.00,Moedas
2013-02-01,"912,421,241","R$1,824,842,482.00",2.00,Cédulas
2013-02-01,"456,798,509","R$2,283,992,545.00",5.00,Cédulas
2013-02-01,"648,995,848","R$6,489,958,480.00",10.00,Cédulas
2013-02-01,"744,224,911","R$14,884,498,220.00",20.00,Cédulas
2013-02-01,"1,647,155,563","R$82,357,778,150.00",50.00,Cédulas
2013-02-01,"571,687,655","R$57,168,765,500.00",100.00,Cédulas
2013-01-31,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-01-31,"5,021,616,716","R$251,080,835.80",0.05,Moedas
2013-01-31,"5,465,241,513","R$546,524,151.30",0.10,Moedas
2013-01-31,"2,306,273,949","R$576,568,487.25",0.25,Moedas
2013-01-31,"2,137,726,775","R$1,068,863,387.50",0.50,Moedas
2013-01-31,"149,974,777","R$149,974,777.00",1.00,Cédulas
2013-01-31,"2,367,938,081","R$2,367,938,081.00",1.00,Moedas
2013-01-31,"911,354,807","R$1,822,709,614.00",2.00,Cédulas
2013-01-31,"456,039,929","R$2,280,199,645.00",5.00,Cédulas
2013-01-31,"640,777,911","R$6,407,779,110.00",10.00,Cédulas
2013-01-31,"731,024,154","R$14,620,483,080.00",20.00,Cédulas
2013-01-31,"1,625,141,371","R$81,257,068,550.00",50.00,Cédulas
2013-01-31,"563,613,704","R$56,361,370,400.00",100.00,Cédulas
2013-01-30,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-01-30,"5,020,802,716","R$251,040,135.80",0.05,Moedas
2013-01-30,"5,463,643,513","R$546,364,351.30",0.10,Moedas
2013-01-30,"2,306,173,749","R$576,543,437.25",0.25,Moedas
2013-01-30,"2,137,665,875","R$1,068,832,937.50",0.50,Moedas
2013-01-30,"149,989,237","R$149,989,237.00",1.00,Cédulas
2013-01-30,"2,367,399,315","R$2,367,399,315.00",1.00,Moedas
2013-01-30,"910,017,926","R$1,820,035,852.00",2.00,Cédulas
2013-01-30,"454,911,767","R$2,274,558,835.00",5.00,Cédulas
2013-01-30,"633,645,748","R$6,336,457,480.00",10.00,Cédulas
2013-01-30,"717,576,077","R$14,351,521,540.00",20.00,Cédulas
2013-01-30,"1,596,202,781","R$79,810,139,050.00",50.00,Cédulas
2013-01-30,"556,679,184","R$55,667,918,400.00",100.00,Cédulas
2013-01-29,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-01-29,"5,020,254,716","R$251,012,735.80",0.05,Moedas
2013-01-29,"5,462,515,513","R$546,251,551.30",0.10,Moedas
2013-01-29,"2,306,048,149","R$576,512,037.25",0.25,Moedas
2013-01-29,"2,137,613,775","R$1,068,806,887.50",0.50,Moedas
2013-01-29,"149,958,998","R$149,958,998.00",1.00,Cédulas
2013-01-29,"2,367,142,292","R$2,367,142,292.00",1.00,Moedas
2013-01-29,"908,713,728","R$1,817,427,456.00",2.00,Cédulas
2013-01-29,"454,559,373","R$2,272,796,865.00",5.00,Cédulas
2013-01-29,"629,963,218","R$6,299,632,180.00",10.00,Cédulas
2013-01-29,"710,807,339","R$14,216,146,780.00",20.00,Cédulas
2013-01-29,"1,580,243,226","R$79,012,161,300.00",50.00,Cédulas
2013-01-29,"551,817,625","R$55,181,762,500.00",100.00,Cédulas
2013-01-28,"3,190,959,773","R$31,909,597.73",0.01,Moedas
2013-01-28,"5,019,845,716","R$250,992,285.80",0.05,Moedas
2013-01-28,"5,461,524,513","R$546,152,451.30",0.10,Moedas
2013-01-28,"2,305,914,649","R$576,478,662.25",0.25,Moedas
2013-01-28,"2,137,518,774","R$1,068,759,387.00",0.50,Moedas
2013-01-28,"149,998,144","R$149,998,144.00",1.00,Cédulas
2013-01-28,"2,366,664,519","R$2,366,664,519.00",1.00,Moedas
2013-01-28,"908,781,589","R$1,817,563,178.00",2.00,Cédulas
2013-01-28,"454,091,745","R$2,270,458,725.00",5.00,Cédulas
2013-01-28,"628,646,406","R$6,286,464,060.00",10.00,Cédulas
2013-01-28,"706,792,735","R$14,135,854,700.00",20.00,Cédulas
2013-01-28,"1,570,311,274","R$78,515,563,700.00",50.00,Cédulas
2013-01-28,"549,966,532","R$54,996,653,200.00",100.00,Cédulas
2013-01-25,"3,190,933,773","R$31,909,337.73",0.01,Moedas
2013-01-25,"5,019,552,716","R$250,977,635.80",0.05,Moedas
2013-01-25,"5,460,823,513","R$546,082,351.30",0.10,Moedas
2013-01-25,"2,305,827,549","R$576,456,887.25",0.25,Moedas
2013-01-25,"2,137,501,224","R$1,068,750,612.00",0.50,Moedas
2013-01-25,"149,996,496","R$149,996,496.00",1.00,Cédulas
2013-01-25,"2,366,459,113","R$2,366,459,113.00",1.00,Moedas
2013-01-25,"908,067,258","R$1,816,134,516.00",2.00,Cédulas
2013-01-25,"453,553,308","R$2,267,766,540.00",5.00,Cédulas
2013-01-25,"627,419,999","R$6,274,199,990.00",10.00,Cédulas
2013-01-25,"705,048,760","R$14,100,975,200.00",20.00,Cédulas
2013-01-25,"1,566,542,398","R$78,327,119,900.00",50.00,Cédulas
2013-01-25,"548,580,205","R$54,858,020,500.00",100.00,Cédulas
2013-01-24,"3,190,933,773","R$31,909,337.73",0.01,Moedas
2013-01-24,"5,018,722,716","R$250,936,135.80",0.05,Moedas
2013-01-24,"5,459,415,013","R$545,941,501.30",0.10,Moedas
2013-01-24,"2,305,773,349","R$576,443,337.25",0.25,Moedas
2013-01-24,"2,137,446,224","R$1,068,723,112.00",0.50,Moedas
2013-01-24,"149,976,482","R$149,976,482.00",1.00,Cédulas
2013-01-24,"2,366,128,113","R$2,366,128,113.00",1.00,Moedas
2013-01-24,"910,033,848","R$1,820,067,696.00",2.00,Cédulas
2013-01-24,"454,602,219","R$2,273,011,095.00",5.00,Cédulas
2013-01-24,"628,131,129","R$6,281,311,290.00",10.00,Cédulas
2013-01-24,"705,434,297","R$14,108,685,940.00",20.00,Cédulas
2013-01-24,"1,568,014,821","R$78,400,741,050.00",50.00,Cédulas
2013-01-24,"548,036,266","R$54,803,626,600.00",100.00,Cédulas
2013-01-23,"3,190,933,773","R$31,909,337.73",0.01,Moedas
2013-01-23,"5,018,242,716","R$250,912,135.80",0.05,Moedas
2013-01-23,"5,457,984,013","R$545,798,401.30",0.10,Moedas
